,news_id,tweet_id,reply_id,tweet_detail,replies_detail
366,466,1243042255256145922,"[1242984757744431105, 1242985559997497347, 1242991067009634305, 1242993071844777984, 1242993777473662977, 1242995504276881408, 1242996537833242630, 1243006576983781377, 1243036640857161733]","[datetime.date(2020, 3, 26), 1243042255256145922, 156425035]","[[datetime.date(2020, 3, 26), 1242984757744431105, 26307708], [datetime.date(2020, 3, 26), 1242985559997497347, 154361768], [datetime.date(2020, 3, 26), 1242991067009634305, 1240416600], [datetime.date(2020, 3, 26), 1242993071844777984, 108796231], [datetime.date(2020, 3, 26), 1242993777473662977, 1240416600], [datetime.date(2020, 3, 26), 1242995504276881408, 108796231], [datetime.date(2020, 3, 26), 1242996537833242630, 3837719656], [datetime.date(2020, 3, 26), 1243006576983781377, 1054384752491458560], [datetime.date(2020, 3, 26), 1243036640857161733, 156425035]]"
367,466,1244311922536783873,"[1244312344605396993, 1244316959182905344]","[datetime.date(2020, 3, 29), 1244311922536783873, 1067087389850517504]","[[datetime.date(2020, 3, 29), 1244312344605396993, 1067087389850517504], [datetime.date(2020, 3, 29), 1244316959182905344, 1067087389850517504]]"
368,466,1244394425490563073,"[1244302058741776390, 1245390880187404289]","[datetime.date(2020, 3, 29), 1244394425490563073, 1209312707696041986]","[[datetime.date(2020, 3, 29), 1244302058741776390, 916935650], [datetime.date(2020, 4, 1), 1245390880187404289, 4242831]]"
369,466,1247501664556179456,[1247502394134368262],"[datetime.date(2020, 4, 7), 1247501664556179456, 4252555573]","[[datetime.date(2020, 4, 7), 1247502394134368262, 4252555573]]"
370,466,1247511461426909190,"[1247137221167153153, 1247137346505637890]","[datetime.date(2020, 4, 7), 1247511461426909190, 4252555573]","[[datetime.date(2020, 4, 6), 1247137221167153153, 3131144855], [datetime.date(2020, 4, 6), 1247137346505637890, 3131144855]]"
371,466,1251552537100128257,"[1242995504276881408, 1242996537833242630, 1243006576983781377, 1243036640857161733, 1243047569166675969, 1251511002190901249]","[datetime.date(2020, 4, 18), 1251552537100128257, 156425035]","[[datetime.date(2020, 3, 26), 1242995504276881408, 108796231], [datetime.date(2020, 3, 26), 1242996537833242630, 3837719656], [datetime.date(2020, 3, 26), 1243006576983781377, 1054384752491458560], [datetime.date(2020, 3, 26), 1243036640857161733, 156425035], [datetime.date(2020, 3, 26), 1243047569166675969, 156425035], [datetime.date(2020, 4, 18), 1251511002190901249, 1245796981]]"
372,466,1255512928184406018,[1256092046215053312],"[datetime.date(2020, 4, 29), 1255512928184406018, 1194076501723013120]","[[datetime.date(2020, 5, 1), 1256092046215053312, 1240489214522855425]]"
373,483,1234746730001944577,"[1234746938781839360, 1234750390228398080, 1234842211730305024, 1234842748936695808, 1234749656833429504, 1234748406582665216, 1234770717373157376, 1234795077513416706, 1234747001654345728, 1234747426449305601, 1234747592321355777, 1234747905417740288, 1234764856005419008, 1234765232008056833, 1234765364744998913, 1234760323003027457, 1234746957886656512, 1234756544220151809, 1234756892221673472, 1234812136712540167, 1234756703243112448, 1239304281057943553, 1234750593345970177, 1234825823758233600, 1234748796573077506, 1234831926026014720, 1234767622253809664]","[datetime.date(2020, 3, 3), 1234746730001944577, 1652541]","[[datetime.date(2020, 3, 3), 1234746938781839360, 773747558946574336], [datetime.date(2020, 3, 3), 1234746957886656512, 231427027], [datetime.date(2020, 3, 3), 1234747001654345728, 300742619], [datetime.date(2020, 3, 3), 1234747426449305601, 1173632588461826048], [datetime.date(2020, 3, 3), 1234747592321355777, 722478652798021632], [datetime.date(2020, 3, 3), 1234747905417740288, 25833307], [datetime.date(2020, 3, 3), 1234748406582665216, 1211960143761395719], [datetime.date(2020, 3, 3), 1234748796573077506, 2442370027], [datetime.date(2020, 3, 3), 1234749656833429504, 1205198214179278848], [datetime.date(2020, 3, 3), 1234750390228398080, 797181476089380864], [datetime.date(2020, 3, 3), 1234750593345970177, 1177337755409494019], [datetime.date(2020, 3, 3), 1234756544220151809, 921766580949626880], [datetime.date(2020, 3, 3), 1234756703243112448, 15369924], [datetime.date(2020, 3, 3), 1234756892221673472, 718103433], [datetime.date(2020, 3, 3), 1234760323003027457, 3243083304], [datetime.date(2020, 3, 3), 1234764856005419008, 347314475], [datetime.date(2020, 3, 3), 1234765232008056833, 2646613181], [datetime.date(2020, 3, 3), 1234765364744998913, 39209594], [datetime.date(2020, 3, 3), 1234767622253809664, 202156110], [datetime.date(2020, 3, 3), 1234770717373157376, 1215536128058507264], [datetime.date(2020, 3, 3), 1234795077513416706, 41074829], [datetime.date(2020, 3, 3), 1234812136712540167, 21766379], [datetime.date(2020, 3, 3), 1234825823758233600, 1193900059550715904], [datetime.date(2020, 3, 3), 1234831926026014720, 85860628], [datetime.date(2020, 3, 3), 1234842211730305024, 3828855646], [datetime.date(2020, 3, 3), 1234842748936695808, 806777058311294981], [datetime.date(2020, 3, 15), 1239304281057943553, 921267760390459396]]"
374,483,1234761085959442433,[1234763656530886657],"[datetime.date(2020, 3, 3), 1234761085959442433, 20578408]","[[datetime.date(2020, 3, 3), 1234763656530886657, 99944372]]"
375,483,1234769231096336384,"[1235001233993134080, 1234780368357613568, 1234774990920175616]","[datetime.date(2020, 3, 3), 1234769231096336384, 39453212]","[[datetime.date(2020, 3, 3), 1234774990920175616, 773156394170093568], [datetime.date(2020, 3, 3), 1234780368357613568, 390554916], [datetime.date(2020, 3, 4), 1235001233993134080, 4255667114]]"
376,483,1234773184727179264,[1234774084581330944],"[datetime.date(2020, 3, 3), 1234773184727179264, 15108530]","[[datetime.date(2020, 3, 3), 1234774084581330944, 1010253707672350720]]"
377,483,1234780772718039040,[1234781532562305024],"[datetime.date(2020, 3, 3), 1234780772718039040, 68577507]","[[datetime.date(2020, 3, 3), 1234781532562305024, 39854996]]"
378,483,1234796447012458497,"[1234796669830451201, 1234798297958801408]","[datetime.date(2020, 3, 3), 1234796447012458497, 19898168]","[[datetime.date(2020, 3, 3), 1234796669830451201, 1168474420022669312], [datetime.date(2020, 3, 3), 1234798297958801408, 2913013984]]"
379,483,1234799704900132865,[1234821108349587457],"[datetime.date(2020, 3, 3), 1234799704900132865, 41085467]","[[datetime.date(2020, 3, 3), 1234821108349587457, 2830003363]]"
380,483,1234804240004132866,[1234731672660324354],"[datetime.date(2020, 3, 3), 1234804240004132866, 1169793310241755137]","[[datetime.date(2020, 3, 3), 1234731672660324354, 1169793310241755137]]"
381,483,1234805893159702528,"[1234807057536163840, 1234806421994266624, 1234806527837507586, 1234806559571660801, 1234806470161707008, 1234807128738746369, 1234811189776900099, 1234813161741733889, 1234806077826457601, 1234806833648459778, 1234808254787616768, 1234810667078520832, 1234824831549530115, 1234825516940742656, 1234849744209485824, 1234807025189691392, 1234807393365712896, 1235323614607613960, 1234806101893234690, 1234809856386723840, 1234810649525485568, 1234807041383944192]","[datetime.date(2020, 3, 3), 1234805893159702528, 1652541]","[[datetime.date(2020, 3, 3), 1234806077826457601, 1228539593856864256], [datetime.date(2020, 3, 3), 1234806101893234690, 1476042284], [datetime.date(2020, 3, 3), 1234806421994266624, 84367152], [datetime.date(2020, 3, 3), 1234806470161707008, 250413242], [datetime.date(2020, 3, 3), 1234806527837507586, 1213928023092711424], [datetime.date(2020, 3, 3), 1234806559571660801, 2571013272], [datetime.date(2020, 3, 3), 1234806833648459778, 17018736], [datetime.date(2020, 3, 3), 1234807025189691392, 1219983342042591232], [datetime.date(2020, 3, 3), 1234807041383944192, 1023903609895968768], [datetime.date(2020, 3, 3), 1234807057536163840, 184012156], [datetime.date(2020, 3, 3), 1234807128738746369, 1723501572], [datetime.date(2020, 3, 3), 1234807393365712896, 1173741479484895232], [datetime.date(2020, 3, 3), 1234808254787616768, 63813078], [datetime.date(2020, 3, 3), 1234809856386723840, 360092243], [datetime.date(2020, 3, 3), 1234810649525485568, 343006031], [datetime.date(2020, 3, 3), 1234810667078520832, 804730522299600897], [datetime.date(2020, 3, 3), 1234811189776900099, 624553106], [datetime.date(2020, 3, 3), 1234813161741733889, 251371245], [datetime.date(2020, 3, 3), 1234824831549530115, 2522659718], [datetime.date(2020, 3, 3), 1234825516940742656, 323173386], [datetime.date(2020, 3, 3), 1234849744209485824, 2448628050], [datetime.date(2020, 3, 4), 1235323614607613960, 3177025910]]"
382,483,1234808262341447681,[1234873631580180480],"[datetime.date(2020, 3, 3), 1234808262341447681, 41565964]","[[datetime.date(2020, 3, 3), 1234873631580180480, 4806072894]]"
383,483,1234811690484715520,"[1234836701383667712, 1234852013437050880]","[datetime.date(2020, 3, 3), 1234811690484715520, 800140340120330240]","[[datetime.date(2020, 3, 3), 1234836701383667712, 2269621765], [datetime.date(2020, 3, 3), 1234852013437050880, 800140340120330240]]"
384,483,1234880584503177217,[1234889795891007488],"[datetime.date(2020, 3, 3), 1234880584503177217, 15384720]","[[datetime.date(2020, 3, 3), 1234889795891007488, 1054769404561494016]]"
385,496,1233756759442911232,"[1233763871296380928, 1233769183290298368]","[datetime.date(2020, 2, 29), 1233756759442911232, 1076435996546199552]","[[datetime.date(2020, 2, 29), 1233763871296380928, 1213238538847653889], [datetime.date(2020, 2, 29), 1233769183290298368, 1076435996546199552]]"
386,496,1233757987912609793,"[1233762327377281024, 1233758854325760002]","[datetime.date(2020, 2, 29), 1233757987912609793, 1041049894985723904]","[[datetime.date(2020, 2, 29), 1233758854325760002, 1213238538847653889], [datetime.date(2020, 2, 29), 1233762327377281024, 1047476953144422401]]"
387,496,1233776384834666496,[1233776923177865217],"[datetime.date(2020, 2, 29), 1233776384834666496, 404145376]","[[datetime.date(2020, 2, 29), 1233776923177865217, 1123567903297671170]]"
388,496,1233783180802633734,"[1233793739606446080, 1233784530806329349]","[datetime.date(2020, 2, 29), 1233783180802633734, 269961393]","[[datetime.date(2020, 2, 29), 1233784530806329349, 242042215], [datetime.date(2020, 2, 29), 1233793739606446080, 606163439]]"
389,496,1233793554201370624,"[1233799691919396864, 1233800463285395458, 1233794363030933504, 1233795864516231168]","[datetime.date(2020, 2, 29), 1233793554201370624, 261718546]","[[datetime.date(2020, 2, 29), 1233794363030933504, 59284795], [datetime.date(2020, 2, 29), 1233795864516231168, 261718546], [datetime.date(2020, 2, 29), 1233799691919396864, 59284795], [datetime.date(2020, 2, 29), 1233800463285395458, 261718546]]"
390,496,1233797480178909185,"[1233798965453258754, 1233799288028909569, 1233812700465111040, 1233831923572727808, 1233798207072808960]","[datetime.date(2020, 2, 29), 1233797480178909185, 2820572432]","[[datetime.date(2020, 2, 29), 1233798207072808960, 1018577731699822593], [datetime.date(2020, 2, 29), 1233798965453258754, 471134433], [datetime.date(2020, 2, 29), 1233799288028909569, 2820572432], [datetime.date(2020, 2, 29), 1233812700465111040, 21122487], [datetime.date(2020, 2, 29), 1233831923572727808, 424963596]]"
391,496,1233798856980271105,[1233799824488718337],"[datetime.date(2020, 2, 29), 1233798856980271105, 254935181]","[[datetime.date(2020, 2, 29), 1233799824488718337, 2993021]]"
392,496,1233802147260772352,"[1233802320347123713, 1233802496138784772]","[datetime.date(2020, 2, 29), 1233802147260772352, 2884251088]","[[datetime.date(2020, 2, 29), 1233802320347123713, 610972228], [datetime.date(2020, 2, 29), 1233802496138784772, 2884251088]]"
393,496,1233805403147907073,"[1233805894556798980, 1233805857055526914, 1233805701069332486, 1233805818572746752, 1233806645039452161, 1233807484890025989, 1233808479057567751, 1233809806487674880, 1233818866955976710, 1233824174688423936, 1233845020144394240, 1233896623048183810, 1233898180695220228, 1233983065162223616, 1234067445490556928, 1234097993147658240, 1233835130336268288, 1233820527510327296, 1233844839667642376, 1233933942186741792, 1233806356047634435, 1233808122176790528, 1233857483761946629, 1233900324089364480]","[datetime.date(2020, 2, 29), 1233805403147907073, 735741240]","[[datetime.date(2020, 2, 29), 1233805701069332486, 73253991], [datetime.date(2020, 2, 29), 1233805818572746752, 16923131], [datetime.date(2020, 2, 29), 1233805857055526914, 900806095203184640], [datetime.date(2020, 2, 29), 1233805894556798980, 735741240], [datetime.date(2020, 2, 29), 1233806356047634435, 211016247], [datetime.date(2020, 2, 29), 1233806645039452161, 737088333810126848], [datetime.date(2020, 2, 29), 1233807484890025989, 83602586], [datetime.date(2020, 2, 29), 1233808122176790528, 1058364529229344768], [datetime.date(2020, 2, 29), 1233808479057567751, 72965586], [datetime.date(2020, 2, 29), 1233809806487674880, 1171363371159085056], [datetime.date(2020, 2, 29), 1233818866955976710, 1137147724627886081], [datetime.date(2020, 2, 29), 1233820527510327296, 1183848197397069825], [datetime.date(2020, 2, 29), 1233824174688423936, 26116953], [datetime.date(2020, 2, 29), 1233835130336268288, 1189542841237815297], [datetime.date(2020, 2, 29), 1233844839667642376, 824196262429945860], [datetime.date(2020, 2, 29), 1233845020144394240, 1096188327810813952], [datetime.date(2020, 2, 29), 1233857483761946629, 1863871987], [datetime.date(2020, 2, 29), 1233896623048183810, 84627891], [datetime.date(2020, 2, 29), 1233898180695220228, 36698510], [datetime.date(2020, 2, 29), 1233900324089364480, 1216438663531442182], [datetime.date(2020, 3, 1), 1233933942186741792, 42948913], [datetime.date(2020, 3, 1), 1233983065162223616, 120952334], [datetime.date(2020, 3, 1), 1234067445490556928, 168207359], [datetime.date(2020, 3, 1), 1234097993147658240, 399655084]]"
394,496,1233809853669199872,[1233814530704076800],"[datetime.date(2020, 2, 29), 1233809853669199872, 68775915]","[[datetime.date(2020, 2, 29), 1233814530704076800, 3098020369]]"
395,496,1233813134055485442,"[1233818526189789185, 1233816301572939776]","[datetime.date(2020, 2, 29), 1233813134055485442, 1527078614]","[[datetime.date(2020, 2, 29), 1233816301572939776, 754808082], [datetime.date(2020, 2, 29), 1233818526189789185, 175418733]]"
396,496,1233813847657480193,[1233821630649880576],"[datetime.date(2020, 2, 29), 1233813847657480193, 143068519]","[[datetime.date(2020, 2, 29), 1233821630649880576, 143068519]]"
397,496,1233818465015914497,[1233825812178231296],"[datetime.date(2020, 2, 29), 1233818465015914497, 921043081759264769]","[[datetime.date(2020, 2, 29), 1233825812178231296, 244688094]]"
398,496,1233819494541385729,"[1234019895240724480, 1233848611080933377, 1233848873896075265]","[datetime.date(2020, 2, 29), 1233819494541385729, 18850564]","[[datetime.date(2020, 2, 29), 1233848611080933377, 1904440957], [datetime.date(2020, 2, 29), 1233848873896075265, 18850564], [datetime.date(2020, 3, 1), 1234019895240724480, 18850564]]"
399,496,1233819696794865664,[1233888423733149696],"[datetime.date(2020, 2, 29), 1233819696794865664, 187997611]","[[datetime.date(2020, 2, 29), 1233888423733149696, 60923115]]"
400,496,1233821778390085632,"[1233823097154940928, 1233825555096559617]","[datetime.date(2020, 2, 29), 1233821778390085632, 1225686446314442752]","[[datetime.date(2020, 2, 29), 1233823097154940928, 133363147], [datetime.date(2020, 2, 29), 1233825555096559617, 1225686446314442752]]"
401,496,1233828068449349632,"[1233837251274182658, 1233828883595530240]","[datetime.date(2020, 2, 29), 1233828068449349632, 1337254184]","[[datetime.date(2020, 2, 29), 1233828883595530240, 3050197880], [datetime.date(2020, 2, 29), 1233837251274182658, 52300812]]"
402,496,1233844450440491010,[1234081985812930560],"[datetime.date(2020, 2, 29), 1233844450440491010, 885032260226953216]","[[datetime.date(2020, 3, 1), 1234081985812930560, 1059149955175247872]]"
403,496,1233851755412279297,[1233854349740257280],"[datetime.date(2020, 2, 29), 1233851755412279297, 1116813080019783682]","[[datetime.date(2020, 2, 29), 1233854349740257280, 1164201772602314752]]"
404,496,1233855302606499848,"[1234048515162202113, 1234232067862548482, 1235988224549564417, 1236720060380712960]","[datetime.date(2020, 2, 29), 1233855302606499848, 90466734]","[[datetime.date(2020, 3, 1), 1234048515162202113, 853802722465898497], [datetime.date(2020, 3, 1), 1234232067862548482, 731529316887085056], [datetime.date(2020, 3, 6), 1235988224549564417, 2560152910], [datetime.date(2020, 3, 8), 1236720060380712960, 20455872]]"
405,496,1233855403588538368,"[1233857752356749312, 1233858136957689856, 1233856404345192449, 1233856909196824583, 1233884716807458818, 1233855782887788549, 1233860251700604935, 1233856322182864896, 1233856658071265280, 1234049944245460994]","[datetime.date(2020, 2, 29), 1233855403588538368, 1101103217931440128]","[[datetime.date(2020, 2, 29), 1233855782887788549, 1218850288943190016], [datetime.date(2020, 2, 29), 1233856322182864896, 1321004695], [datetime.date(2020, 2, 29), 1233856404345192449, 519669792], [datetime.date(2020, 2, 29), 1233856658071265280, 1101103217931440128], [datetime.date(2020, 2, 29), 1233856909196824583, 1101103217931440128], [datetime.date(2020, 2, 29), 1233858136957689856, 1101103217931440128], [datetime.date(2020, 2, 29), 1233860251700604935, 1126215837680111619], [datetime.date(2020, 2, 29), 1233884716807458818, 940716573417005056], [datetime.date(2020, 3, 1), 1234049944245460994, 1062056208662716417]]"
406,496,1233858811355684864,[1233992116503744512],"[datetime.date(2020, 2, 29), 1233858811355684864, 169990541]","[[datetime.date(2020, 3, 1), 1233992116503744512, 1159932996]]"
407,496,1233861766020554752,[1234073935827939328],"[datetime.date(2020, 2, 29), 1233861766020554752, 135608051]","[[datetime.date(2020, 3, 1), 1234073935827939328, 135608051]]"
408,496,1233861791542906880,[1233863469516165122],"[datetime.date(2020, 2, 29), 1233861791542906880, 387383718]","[[datetime.date(2020, 2, 29), 1233863469516165122, 887039093263269888]]"
409,496,1233863459001028608,"[1233872580542705665, 1234058598877192192]","[datetime.date(2020, 2, 29), 1233863459001028608, 279216939]","[[datetime.date(2020, 2, 29), 1233872580542705665, 18355147], [datetime.date(2020, 3, 1), 1234058598877192192, 279216939]]"
410,496,1233864146518757376,[1233864545300549632],"[datetime.date(2020, 2, 29), 1233864146518757376, 2376866925]","[[datetime.date(2020, 2, 29), 1233864545300549632, 2376866925]]"
411,496,1233867213284597760,"[1234259957572202496, 1234074955995926533, 1233970918344609792]","[datetime.date(2020, 2, 29), 1233867213284597760, 1048602198]","[[datetime.date(2020, 3, 1), 1233970918344609792, 880504866186997760], [datetime.date(2020, 3, 1), 1234074955995926533, 1122850781059866624], [datetime.date(2020, 3, 1), 1234259957572202496, 56253411]]"
412,496,1233873330698145797,"[1233873449925234688, 1238945374460678144]","[datetime.date(2020, 2, 29), 1233873330698145797, 1852412713]","[[datetime.date(2020, 2, 29), 1233873449925234688, 145647675], [datetime.date(2020, 3, 14), 1238945374460678144, 1852412713]]"
413,496,1233873461895761920,"[1233878250251673602, 1233879518827253760]","[datetime.date(2020, 2, 29), 1233873461895761920, 1305825824]","[[datetime.date(2020, 2, 29), 1233878250251673602, 1069022180908785664], [datetime.date(2020, 2, 29), 1233879518827253760, 1305825824]]"
414,496,1233874948172607489,[1233878116780646405],"[datetime.date(2020, 2, 29), 1233874948172607489, 19697090]","[[datetime.date(2020, 2, 29), 1233878116780646405, 1231433480883535872]]"
415,496,1233879023333380096,"[1233884836932280322, 1233884995770560512]","[datetime.date(2020, 2, 29), 1233879023333380096, 4693009164]","[[datetime.date(2020, 2, 29), 1233884836932280322, 24908983], [datetime.date(2020, 2, 29), 1233884995770560512, 4693009164]]"
416,496,1233886086880952321,[1233890461846130688],"[datetime.date(2020, 2, 29), 1233886086880952321, 1168254479541690368]","[[datetime.date(2020, 2, 29), 1233890461846130688, 1157694912634056705]]"
417,496,1233889107228622848,"[1233891232658731008, 1233891348178231302, 1233892583857934336, 1234001656070725632, 1233897653223686145, 1233900511360954368, 1234137238478499846, 1233892761117569027, 1233956529684013068, 1234018214587379712, 1234056680536788993, 1234040904803135488]","[datetime.date(2020, 2, 29), 1233889107228622848, 339235795]","[[datetime.date(2020, 2, 29), 1233891232658731008, 562521906], [datetime.date(2020, 2, 29), 1233891348178231302, 339235795], [datetime.date(2020, 2, 29), 1233892583857934336, 339235795], [datetime.date(2020, 2, 29), 1233892761117569027, 339235795], [datetime.date(2020, 2, 29), 1233897653223686145, 103913703], [datetime.date(2020, 2, 29), 1233900511360954368, 1249841474], [datetime.date(2020, 3, 1), 1233956529684013068, 339235795], [datetime.date(2020, 3, 1), 1234001656070725632, 452798230], [datetime.date(2020, 3, 1), 1234018214587379712, 1010049483856637952], [datetime.date(2020, 3, 1), 1234040904803135488, 1173616503591227393], [datetime.date(2020, 3, 1), 1234056680536788993, 105074790], [datetime.date(2020, 3, 1), 1234137238478499846, 276448147]]"
418,496,1233889674466213888,[1233911897042255872],"[datetime.date(2020, 2, 29), 1233889674466213888, 950248627632418816]","[[datetime.date(2020, 3, 1), 1233911897042255872, 950248627632418816]]"
419,496,1233889986291929088,[1233901968059486208],"[datetime.date(2020, 2, 29), 1233889986291929088, 55100779]","[[datetime.date(2020, 2, 29), 1233901968059486208, 986340881887350787]]"
420,496,1233893263901368322,"[1233911253019570176, 1233894922085904384]","[datetime.date(2020, 2, 29), 1233893263901368322, 3345991055]","[[datetime.date(2020, 2, 29), 1233894922085904384, 190266887], [datetime.date(2020, 3, 1), 1233911253019570176, 3345991055]]"
421,496,1233898156456390657,"[1233994078695690242, 1233902664091492352, 1234025350323195905, 1234169776043446273, 1234170002892349441, 1234063308887642112, 1233898937813229568, 1234031671474819072, 1234241189945257995, 1234018615160180736, 1234170712698638336, 1234170807775092738, 1234076074960654336, 1234170366416826371, 1233900077871247361, 1234047197848768512, 1234196593986985986, 1234107211170881537, 1234269767722291202]","[datetime.date(2020, 2, 29), 1233898156456390657, 746346458060824576]","[[datetime.date(2020, 2, 29), 1233898937813229568, 2575500540], [datetime.date(2020, 2, 29), 1233900077871247361, 16337050], [datetime.date(2020, 2, 29), 1233902664091492352, 34048507], [datetime.date(2020, 3, 1), 1233994078695690242, 863484520884035584], [datetime.date(2020, 3, 1), 1234018615160180736, 446198351], [datetime.date(2020, 3, 1), 1234025350323195905, 3979923760], [datetime.date(2020, 3, 1), 1234031671474819072, 841082692317921280], [datetime.date(2020, 3, 1), 1234047197848768512, 430123366], [datetime.date(2020, 3, 1), 1234063308887642112, 4839934857], [datetime.date(2020, 3, 1), 1234076074960654336, 2982370359], [datetime.date(2020, 3, 1), 1234107211170881537, 103813809], [datetime.date(2020, 3, 1), 1234169776043446273, 1362981056], [datetime.date(2020, 3, 1), 1234170002892349441, 1096487199858704384], [datetime.date(2020, 3, 1), 1234170366416826371, 4797541342], [datetime.date(2020, 3, 1), 1234170712698638336, 2291138792], [datetime.date(2020, 3, 1), 1234170807775092738, 2291138792], [datetime.date(2020, 3, 1), 1234196593986985986, 4821608061], [datetime.date(2020, 3, 1), 1234241189945257995, 1089238981051592704], [datetime.date(2020, 3, 2), 1234269767722291202, 221789422]]"
422,496,1233900784942637057,"[1233910405027618816, 1233911623561007104, 1233902178646949888, 1233902958971981824, 1233916380015140864, 1233917987393921026, 1234278616164253696, 1234279551460675588, 1233912286978293760, 1233994900946866183, 1234001506518462464, 1233939431133872128, 1233916323186364417, 1234049398591541253, 1233910875590803463, 1233915372639645696, 1233915624029483010, 1233959455101837312, 1233961226876547074, 1233992722190483456, 1234022994579787777, 1233908646914019328, 1233962255433261056, 1233953997624446977, 1233972641167364096, 1235234841991491591, 1234025712148836354]","[datetime.date(2020, 2, 29), 1233900784942637057, 236490748]","[[datetime.date(2020, 2, 29), 1233902178646949888, 1171214689881096192], [datetime.date(2020, 2, 29), 1233902958971981824, 236490748], [datetime.date(2020, 3, 1), 1233908646914019328, 26473689], [datetime.date(2020, 3, 1), 1233910405027618816, 443422582], [datetime.date(2020, 3, 1), 1233910875590803463, 369310495], [datetime.date(2020, 3, 1), 1233911623561007104, 324137207], [datetime.date(2020, 3, 1), 1233912286978293760, 903595967416459265], [datetime.date(2020, 3, 1), 1233915372639645696, 1068127366587666434], [datetime.date(2020, 3, 1), 1233915624029483010, 1214564453426987010], [datetime.date(2020, 3, 1), 1233916323186364417, 1182653295791398912], [datetime.date(2020, 3, 1), 1233916380015140864, 358399563], [datetime.date(2020, 3, 1), 1233917987393921026, 236490748], [datetime.date(2020, 3, 1), 1233939431133872128, 284931516], [datetime.date(2020, 3, 1), 1233953997624446977, 4399568120], [datetime.date(2020, 3, 1), 1233959455101837312, 268978686], [datetime.date(2020, 3, 1), 1233961226876547074, 1018772888], [datetime.date(2020, 3, 1), 1233962255433261056, 558924187], [datetime.date(2020, 3, 1), 1233972641167364096, 399293970], [datetime.date(2020, 3, 1), 1233992722190483456, 722687084339798016], [datetime.date(2020, 3, 1), 1233994900946866183, 748426800], [datetime.date(2020, 3, 1), 1234001506518462464, 61459949], [datetime.date(2020, 3, 1), 1234022994579787777, 768116834528661504], [datetime.date(2020, 3, 1), 1234025712148836354, 769106972], [datetime.date(2020, 3, 1), 1234049398591541253, 1030470386], [datetime.date(2020, 3, 2), 1234278616164253696, 1101660610347954176], [datetime.date(2020, 3, 2), 1234279551460675588, 236490748], [datetime.date(2020, 3, 4), 1235234841991491591, 1187369491845566466]]"
423,496,1233905174789443584,[1233913265002045440],"[datetime.date(2020, 3, 1), 1233905174789443584, 743445248693649409]","[[datetime.date(2020, 3, 1), 1233913265002045440, 343519508]]"
424,496,1233912815938875395,[1233913090787418114],"[datetime.date(2020, 3, 1), 1233912815938875395, 230295015]","[[datetime.date(2020, 3, 1), 1233913090787418114, 730908503448162305]]"
425,496,1233930689537441795,"[1233932530467819521, 1233932650403905536, 1234193489136701440, 1233963479511502850, 1233937720935927808, 1234263040780111875]","[datetime.date(2020, 3, 1), 1233930689537441795, 3070284265]","[[datetime.date(2020, 3, 1), 1233932530467819521, 922097673770905600], [datetime.date(2020, 3, 1), 1233932650403905536, 922097673770905600], [datetime.date(2020, 3, 1), 1233937720935927808, 1110793135305691136], [datetime.date(2020, 3, 1), 1233963479511502850, 1138872715715272704], [datetime.date(2020, 3, 1), 1234193489136701440, 738491731541426176], [datetime.date(2020, 3, 1), 1234263040780111875, 2570123547]]"
426,496,1233933083067535360,[1233933482180726784],"[datetime.date(2020, 3, 1), 1233933083067535360, 68002427]","[[datetime.date(2020, 3, 1), 1233933482180726784, 3074028617]]"
427,496,1233933612703240192,"[1233939279182692353, 1234141549447057409]","[datetime.date(2020, 3, 1), 1233933612703240192, 321514110]","[[datetime.date(2020, 3, 1), 1233939279182692353, 321514110], [datetime.date(2020, 3, 1), 1234141549447057409, 515019619]]"
428,496,1233946266650005505,[1234231406131392514],"[datetime.date(2020, 3, 1), 1233946266650005505, 20913201]","[[datetime.date(2020, 3, 1), 1234231406131392514, 95207866]]"
